"SR.
NO.",Town,Revenue Circle,Property Area,Classification,Location,Square No,Killa No,Khasra No,DC Rate,Unit,Structure Rate
"174
4",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,173,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"174
5",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,174,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"174
6",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,175,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"174
7",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,176,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"174
8",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,177,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"174
9",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,178,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"175
0",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,179,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"175
1",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,18,"1,10,11,12,15,16,17,2
,20,23,24,25,3,4,5,6,8
,9",,212698,Marla,866
"175
2",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,180,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"175
3",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,181,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"175
4",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,182,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"175
5",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,183,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"175
6",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,184,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"175
7",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,185,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"175
8",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,186,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"175
9",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,187,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"176
0",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,188,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"176
1",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,189,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"176
2",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,19,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"176
3",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,190,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"176
4",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,191,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"176
5",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,192,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"176
6",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,193,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"176
7",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,194,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"176
8",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,195,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"176
9",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,196,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"177
0",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,197,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"177
1",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,198,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"177
2",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,199,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"177
3",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,2,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"177
4",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,20,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"177
5",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,200,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"177
6",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,201,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"177
7",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,202,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"177
8",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,203,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"177
9",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,204,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"178
0",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,205,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"178
1",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,206,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"178
2",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,207,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"178
3",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,208,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"178
4",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,209,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"178
5",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,21,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"178
6",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,210,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"178
7",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,211,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"178
8",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,212,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"178
9",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,213,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"179
0",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,214,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"179
1",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,215,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"179
2",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,216,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"179
3",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,217,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"179
4",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,218,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"179
5",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,219,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"179
6",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,22,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"179
7",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,220,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"179
8",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,221,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"179
9",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,222,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"180
0",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,223,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"180
1",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,224,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"180
2",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,225,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"180
3",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,226,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"180
4",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,227,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"180
5",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,228,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"180
6",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,229,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"180
7",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,230,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"180
8",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,25,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,24,3,4,5,6,7,8,9",,212698,Marla,866
"180
9",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,26,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"181
0",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,29,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"181
1",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,3,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"181
2",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,30,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"181
3",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,34,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"181
4",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,35,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"181
5",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,37,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"181
6",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,38,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"181
7",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,39,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"181
8",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,4,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"181
9",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,40,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"182
0",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,41,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"182
1",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,42,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"182
2",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,43,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"182
3",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,45,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"182
4",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,47,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"182
5",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,48,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"182
6",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,49,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"182
7",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,5,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"182
8",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,50,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"182
9",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,51,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"183
0",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,52,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"183
1",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,53,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"183
2",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,54,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"183
3",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,55,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"183
4",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,56,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"183
5",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,57,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"183
6",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,58,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"183
7",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,59,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"183
8",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,6,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"183
9",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,60,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"184
0",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,61,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"184
1",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,62,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"184
2",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,63,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"184
3",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,64,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"184
4",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,65,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"184
5",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,66,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"184
6",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,67,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"184
7",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,68,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"184
8",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,69,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"184
9",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,7,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"185
0",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,70,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"185
1",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,71,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"185
2",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,72,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"185
3",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,73,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"185
4",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,74,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"185
5",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,75,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"185
6",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,76,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"185
7",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,77,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"185
8",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,78,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"185
9",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,79,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"186
0",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,8,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"186
1",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,80,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"186
2",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,81,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"186
3",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,82,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"186
4",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,83,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"186
5",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,84,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"186
6",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,85,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
"186
7",Depalpur,Depal Pur- II,Meer Aman Ullah (Off Road),Residential,Off Road,86,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,212698,Marla,866
